start_time,personId,dwell_time,end_time,FPS,
11-22-2022-13-19-15,6,35 Sec,11-22-2022-13-19-16,FPS: 1.27,20
11-22-2022-13-19-16,6,36 Sec,11-22-2022-13-19-17,FPS: 1.27,21
11-22-2022-13-19-17,6,36 Sec,11-22-2022-13-19-17,FPS: 1.27,22
11-22-2022-13-19-17,6,37 Sec,11-22-2022-13-19-18,FPS: 1.28,23
11-22-2022-13-19-18,6,38 Sec,11-22-2022-13-19-19,FPS: 1.28,24
11-22-2022-13-19-19,6,38 Sec,11-22-2022-13-19-19,FPS: 1.27,25
11-22-2022-13-19-19,6,39 Sec,11-22-2022-13-19-20,FPS: 1.28,26
11-22-2022-13-19-20,6,40 Sec,11-22-2022-13-19-21,FPS: 1.28,27
11-22-2022-13-19-21,6,40 Sec,11-22-2022-13-19-21,FPS: 1.28,28
11-22-2022-13-19-21,6,41 Sec,11-22-2022-13-19-22,FPS: 1.28,29
11-22-2022-13-19-22,6,42 Sec,11-22-2022-13-19-23,FPS: 1.28,30
11-22-2022-13-19-23,6,42 Sec,11-22-2022-13-19-23,FPS: 1.28,31
11-22-2022-13-19-23,6,43 Sec,11-22-2022-13-19-24,FPS: 1.28,32
11-22-2022-13-19-24,6,44 Sec,11-22-2022-13-19-25,FPS: 1.28,33
11-22-2022-13-19-25,6,44 Sec,11-22-2022-13-19-25,FPS: 1.28,34
11-22-2022-13-19-25,6,45 Sec,11-22-2022-13-19-26,FPS: 1.28,35
11-22-2022-13-19-26,6,46 Sec,11-22-2022-13-19-27,FPS: 1.28,36
11-22-2022-13-19-27,6,47 Sec,11-22-2022-13-19-27,FPS: 1.28,37
11-22-2022-13-19-27,6,47 Sec,11-22-2022-13-19-28,FPS: 1.29,38
11-22-2022-13-19-28,6,48 Sec,11-22-2022-13-19-29,FPS: 1.28,39
11-22-2022-13-19-29,6,49 Sec,11-22-2022-13-19-29,FPS: 1.28,40
11-22-2022-13-19-29,6,49 Sec,11-22-2022-13-19-30,FPS: 1.29,41
11-22-2022-13-19-30,6,50 Sec,11-22-2022-13-19-31,FPS: 1.29,42
11-22-2022-13-19-31,6,51 Sec,11-22-2022-13-19-31,FPS: 1.29,43
11-22-2022-13-19-31,6,51 Sec,11-22-2022-13-19-32,FPS: 1.29,44
11-22-2022-13-19-32,6,52 Sec,11-22-2022-13-19-33,FPS: 1.29,45
11-22-2022-13-19-33,6,53 Sec,11-22-2022-13-19-33,FPS: 1.29,46
11-22-2022-13-19-33,6,53 Sec,11-22-2022-13-19-34,FPS: 1.29,47
11-22-2022-13-19-34,6,54 Sec,11-22-2022-13-19-35,FPS: 1.29,48
11-22-2022-13-19-35,6,55 Sec,11-22-2022-13-19-35,FPS: 1.29,49
11-22-2022-13-19-35,6,55 Sec,11-22-2022-13-19-36,FPS: 1.29,50
11-22-2022-13-19-36,6,56 Sec,11-22-2022-13-19-37,FPS: 1.29,51
11-22-2022-13-19-37,6,57 Sec,11-22-2022-13-19-37,FPS: 1.29,52
11-22-2022-13-19-37,6,57 Sec,11-22-2022-13-19-38,FPS: 1.29,53
11-22-2022-13-19-38,6,58 Sec,11-22-2022-13-19-39,FPS: 1.29,54
11-22-2022-13-19-39,6,59 Sec,11-22-2022-13-19-39,FPS: 1.29,55
11-22-2022-13-19-39,6,59 Sec,11-22-2022-13-19-40,FPS: 1.30,56
11-22-2022-13-19-40,6,60 Sec,11-22-2022-13-19-41,FPS: 1.29,57
11-22-2022-13-19-41,6,61 Sec,11-22-2022-13-19-41,FPS: 1.29,58
11-22-2022-13-19-41,6,61 Sec,11-22-2022-13-19-42,FPS: 1.30,59
11-22-2022-13-19-42,6,62 Sec,11-22-2022-13-19-43,FPS: 1.30,60
11-22-2022-13-19-43,6,63 Sec,11-22-2022-13-19-43,FPS: 1.29,61
11-22-2022-13-19-43,6,63 Sec,11-22-2022-13-19-44,FPS: 1.30,62
11-22-2022-13-19-44,6,64 Sec,11-22-2022-13-19-45,FPS: 1.30,63
11-22-2022-13-19-45,6,65 Sec,11-22-2022-13-19-45,FPS: 1.30,64
11-22-2022-13-19-45,6,65 Sec,11-22-2022-13-19-46,FPS: 1.30,65
11-22-2022-13-19-46,6,66 Sec,11-22-2022-13-19-47,FPS: 1.30,66
11-22-2022-13-19-47,6,67 Sec,11-22-2022-13-19-47,FPS: 1.30,67
11-22-2022-13-19-47,6,67 Sec,11-22-2022-13-19-48,FPS: 1.30,68
11-22-2022-13-19-48,6,68 Sec,11-22-2022-13-19-49,FPS: 1.30,69
11-22-2022-13-19-49,6,69 Sec,11-22-2022-13-19-50,FPS: 1.30,70
11-22-2022-13-19-50,6,70 Sec,11-22-2022-13-19-50,FPS: 1.30,71
11-22-2022-13-19-50,6,70 Sec,11-22-2022-13-19-51,FPS: 1.30,72
11-22-2022-13-19-51,6,71 Sec,11-22-2022-13-19-52,FPS: 1.30,73
11-22-2022-13-19-52,6,72 Sec,11-22-2022-13-19-53,FPS: 1.30,74
11-22-2022-13-19-53,6,73 Sec,11-22-2022-13-19-54,FPS: 1.30,75
11-22-2022-13-19-54,6,73 Sec,11-22-2022-13-19-54,FPS: 1.30,76
11-22-2022-13-19-54,6,74 Sec,11-22-2022-13-19-55,FPS: 1.30,77
11-22-2022-13-19-55,6,75 Sec,11-22-2022-13-19-56,FPS: 1.30,78
11-22-2022-13-19-56,6,76 Sec,11-22-2022-13-19-56,FPS: 1.30,79
11-22-2022-13-19-56,6,76 Sec,11-22-2022-13-19-57,FPS: 1.30,80
11-22-2022-13-19-57,4,281 Sec,11-22-2022-13-19-58,FPS: 1.30,366
11-22-2022-13-19-58,4,282 Sec,11-22-2022-13-19-58,FPS: 1.30,367
11-22-2022-13-19-58,4,282 Sec,11-22-2022-13-19-59,FPS: 1.30,368
11-22-2022-13-19-59,4,283 Sec,11-22-2022-13-20-00,FPS: 1.30,369
11-22-2022-13-20-00,4,284 Sec,11-22-2022-13-20-00,FPS: 1.30,370
11-22-2022-13-20-00,4,285 Sec,11-22-2022-13-20-01,FPS: 1.31,371
11-22-2022-13-20-01,4,285 Sec,11-22-2022-13-20-02,FPS: 1.30,372
11-22-2022-13-20-02,4,286 Sec,11-22-2022-13-20-02,FPS: 1.30,373
11-22-2022-13-20-02,4,287 Sec,11-22-2022-13-20-03,FPS: 1.30,374
11-22-2022-13-20-03,4,287 Sec,11-22-2022-13-20-04,FPS: 1.31,375
11-22-2022-13-20-04,4,288 Sec,11-22-2022-13-20-05,FPS: 1.30,376
11-22-2022-13-20-05,4,289 Sec,11-22-2022-13-20-05,FPS: 1.30,377
11-22-2022-13-20-05,4,290 Sec,11-22-2022-13-20-06,FPS: 1.30,378
11-22-2022-13-20-06,4,290 Sec,11-22-2022-13-20-07,FPS: 1.31,379
11-22-2022-13-20-07,4,291 Sec,11-22-2022-13-20-08,FPS: 1.30,380
11-22-2022-13-20-08,4,292 Sec,11-22-2022-13-20-08,FPS: 1.30,381
11-22-2022-13-20-08,4,292 Sec,11-22-2022-13-20-09,FPS: 1.31,382
11-22-2022-13-20-09,4,293 Sec,11-22-2022-13-20-10,FPS: 1.31,383
11-22-2022-13-20-10,4,294 Sec,11-22-2022-13-20-10,FPS: 1.31,384
11-22-2022-13-20-10,4,294 Sec,11-22-2022-13-20-11,FPS: 1.31,385
11-22-2022-13-20-11,4,295 Sec,11-22-2022-13-20-12,FPS: 1.31,386
11-22-2022-13-20-12,4,296 Sec,11-22-2022-13-20-12,FPS: 1.31,387
11-22-2022-13-20-12,4,297 Sec,11-22-2022-13-20-13,FPS: 1.31,388
11-22-2022-13-20-13,4,297 Sec,11-22-2022-13-20-14,FPS: 1.31,389
11-22-2022-13-20-14,4,298 Sec,11-22-2022-13-20-14,FPS: 1.31,390
11-22-2022-13-20-14,4,299 Sec,11-22-2022-13-20-15,FPS: 1.31,391
11-22-2022-13-20-15,4,299 Sec,11-22-2022-13-20-16,FPS: 1.31,392
11-22-2022-13-20-16,4,300 Sec,11-22-2022-13-20-16,FPS: 1.31,393
11-22-2022-13-20-16,4,301 Sec,11-22-2022-13-20-17,FPS: 1.31,394
11-22-2022-13-20-17,4,301 Sec,11-22-2022-13-20-18,FPS: 1.31,395
11-22-2022-13-20-18,4,302 Sec,11-22-2022-13-20-19,FPS: 1.31,396
11-22-2022-13-20-19,4,303 Sec,11-22-2022-13-20-19,FPS: 1.31,397
11-22-2022-13-20-19,4,303 Sec,11-22-2022-13-20-20,FPS: 1.31,398
11-22-2022-13-20-20,4,304 Sec,11-22-2022-13-20-21,FPS: 1.31,399
11-22-2022-13-20-21,4,305 Sec,11-22-2022-13-20-21,FPS: 1.31,400
11-22-2022-13-20-21,4,305 Sec,11-22-2022-13-20-22,FPS: 1.31,401
11-22-2022-13-20-22,4,306 Sec,11-22-2022-13-20-23,FPS: 1.31,402
11-22-2022-13-20-23,4,307 Sec,11-22-2022-13-20-23,FPS: 1.31,403
11-22-2022-13-20-23,4,307 Sec,11-22-2022-13-20-24,FPS: 1.31,404
11-22-2022-13-20-24,4,308 Sec,11-22-2022-13-20-25,FPS: 1.31,405
11-22-2022-13-20-25,4,309 Sec,11-22-2022-13-20-25,FPS: 1.31,406
11-22-2022-13-20-25,4,310 Sec,11-22-2022-13-20-26,FPS: 1.32,407
11-22-2022-13-20-26,4,310 Sec,11-22-2022-13-20-27,FPS: 1.32,408
11-22-2022-13-20-27,4,311 Sec,11-22-2022-13-20-27,FPS: 1.31,409
11-22-2022-13-20-27,4,312 Sec,11-22-2022-13-20-28,FPS: 1.31,410
11-22-2022-13-20-28,4,312 Sec,11-22-2022-13-20-29,FPS: 1.32,411
11-22-2022-13-20-29,4,313 Sec,11-22-2022-13-20-30,FPS: 1.32,412
11-22-2022-13-20-30,4,314 Sec,11-22-2022-13-20-30,FPS: 1.31,413
11-22-2022-13-20-30,4,314 Sec,11-22-2022-13-20-31,FPS: 1.32,414
11-22-2022-13-20-31,4,315 Sec,11-22-2022-13-20-32,FPS: 1.32,415
11-22-2022-13-20-32,4,316 Sec,11-22-2022-13-20-32,FPS: 1.32,416
11-22-2022-13-20-32,4,316 Sec,11-22-2022-13-20-33,FPS: 1.32,417
11-22-2022-13-20-33,4,317 Sec,11-22-2022-13-20-34,FPS: 1.32,418
11-22-2022-13-20-34,4,318 Sec,11-22-2022-13-20-34,FPS: 1.32,419
11-22-2022-13-20-34,4,318 Sec,11-22-2022-13-20-35,FPS: 1.32,420
11-22-2022-13-20-35,4,319 Sec,11-22-2022-13-20-36,FPS: 1.32,421
11-22-2022-13-20-36,4,320 Sec,11-22-2022-13-20-36,FPS: 1.32,422
11-22-2022-13-20-36,4,320 Sec,11-22-2022-13-20-37,FPS: 1.32,423
11-22-2022-13-20-37,4,321 Sec,11-22-2022-13-20-38,FPS: 1.32,424
11-22-2022-13-20-38,4,322 Sec,11-22-2022-13-20-38,FPS: 1.32,425
11-22-2022-13-20-38,4,323 Sec,11-22-2022-13-20-39,FPS: 1.32,426
11-22-2022-13-20-39,4,323 Sec,11-22-2022-13-20-40,FPS: 1.32,427
11-22-2022-13-20-40,4,324 Sec,11-22-2022-13-20-40,FPS: 1.32,428
11-22-2022-13-20-40,4,325 Sec,11-22-2022-13-20-41,FPS: 1.32,429
11-22-2022-13-20-41,4,325 Sec,11-22-2022-13-20-42,FPS: 1.32,430
11-22-2022-13-20-42,4,326 Sec,11-22-2022-13-20-42,FPS: 1.32,431
11-22-2022-13-20-42,4,327 Sec,11-22-2022-13-20-43,FPS: 1.32,432
11-22-2022-13-20-43,4,327 Sec,11-22-2022-13-20-44,FPS: 1.32,433
11-22-2022-13-20-44,4,328 Sec,11-22-2022-13-20-44,FPS: 1.32,434
11-22-2022-13-20-44,4,329 Sec,11-22-2022-13-20-45,FPS: 1.33,435
11-22-2022-13-20-45,4,329 Sec,11-22-2022-13-20-46,FPS: 1.32,436
11-22-2022-13-20-46,4,330 Sec,11-22-2022-13-20-46,FPS: 1.32,437
11-22-2022-13-20-46,4,331 Sec,11-22-2022-13-20-47,FPS: 1.32,438
11-22-2022-13-20-47,4,331 Sec,11-22-2022-13-20-48,FPS: 1.33,439
11-22-2022-13-20-48,4,332 Sec,11-22-2022-13-20-49,FPS: 1.32,440
11-22-2022-13-20-49,4,333 Sec,11-22-2022-13-20-49,FPS: 1.32,441
11-22-2022-13-20-49,4,333 Sec,11-22-2022-13-20-50,FPS: 1.33,442
11-22-2022-13-20-50,4,334 Sec,11-22-2022-13-20-51,FPS: 1.33,443
11-22-2022-13-20-51,4,335 Sec,11-22-2022-13-20-51,FPS: 1.32,444
11-22-2022-13-20-51,4,336 Sec,11-22-2022-13-20-52,FPS: 1.32,445
11-22-2022-13-20-52,4,336 Sec,11-22-2022-13-20-53,FPS: 1.33,446
11-22-2022-13-20-53,4,337 Sec,11-22-2022-13-20-54,FPS: 1.33,447
11-22-2022-13-20-54,4,338 Sec,11-22-2022-13-20-54,FPS: 1.32,448
11-22-2022-13-20-54,4,339 Sec,11-22-2022-13-20-55,FPS: 1.33,449
11-22-2022-13-20-55,4,339 Sec,11-22-2022-13-20-56,FPS: 1.33,450
11-22-2022-13-20-56,4,340 Sec,11-22-2022-13-20-57,FPS: 1.33,451
11-22-2022-13-20-57,4,341 Sec,11-22-2022-13-20-58,FPS: 1.32,452
11-22-2022-13-20-58,4,342 Sec,11-22-2022-13-20-58,FPS: 1.32,453
11-22-2022-13-20-58,4,343 Sec,11-22-2022-13-20-59,FPS: 1.32,454
11-22-2022-13-20-59,4,343 Sec,11-22-2022-13-21-00,FPS: 1.33,455
11-22-2022-13-21-00,4,344 Sec,11-22-2022-13-21-01,FPS: 1.32,456
11-22-2022-13-21-01,4,345 Sec,11-22-2022-13-21-01,FPS: 1.32,457
11-22-2022-13-21-01,4,345 Sec,11-22-2022-13-21-02,FPS: 1.33,458
11-22-2022-13-21-02,4,346 Sec,11-22-2022-13-21-03,FPS: 1.33,459
11-22-2022-13-21-03,4,347 Sec,11-22-2022-13-21-03,FPS: 1.32,460
11-22-2022-13-21-03,4,347 Sec,11-22-2022-13-21-04,FPS: 1.33,461
11-22-2022-13-21-04,4,348 Sec,11-22-2022-13-21-05,FPS: 1.33,462
11-22-2022-13-21-05,4,349 Sec,11-22-2022-13-21-05,FPS: 1.33,463
11-22-2022-13-21-05,4,349 Sec,11-22-2022-13-21-06,FPS: 1.33,464
11-22-2022-13-21-06,4,350 Sec,11-22-2022-13-21-07,FPS: 1.33,465
11-22-2022-13-21-07,4,351 Sec,11-22-2022-13-21-07,FPS: 1.33,466
11-22-2022-13-21-07,4,352 Sec,11-22-2022-13-21-08,FPS: 1.33,467
11-22-2022-13-21-08,4,352 Sec,11-22-2022-13-21-09,FPS: 1.33,468
11-22-2022-13-21-09,4,353 Sec,11-22-2022-13-21-10,FPS: 1.33,469
11-22-2022-13-21-10,4,354 Sec,11-22-2022-13-21-10,FPS: 1.33,470
11-22-2022-13-21-10,4,354 Sec,11-22-2022-13-21-11,FPS: 1.33,471
11-22-2022-13-21-11,4,355 Sec,11-22-2022-13-21-12,FPS: 1.33,472
11-22-2022-13-21-12,4,356 Sec,11-22-2022-13-21-12,FPS: 1.33,473
11-22-2022-13-21-12,4,356 Sec,11-22-2022-13-21-13,FPS: 1.33,474
11-22-2022-13-21-13,4,357 Sec,11-22-2022-13-21-14,FPS: 1.33,475
11-22-2022-13-21-14,4,358 Sec,11-22-2022-13-21-14,FPS: 1.33,476
11-22-2022-13-21-14,4,359 Sec,11-22-2022-13-21-15,FPS: 1.33,477
11-22-2022-13-21-15,4,359 Sec,11-22-2022-13-21-16,FPS: 1.33,478
11-22-2022-13-21-16,4,360 Sec,11-22-2022-13-21-17,FPS: 1.33,479
11-22-2022-13-21-17,4,361 Sec,11-22-2022-13-21-17,FPS: 1.33,480
11-22-2022-13-21-17,4,361 Sec,11-22-2022-13-21-18,FPS: 1.33,481
11-22-2022-13-21-18,4,362 Sec,11-22-2022-13-21-19,FPS: 1.33,482
11-22-2022-13-21-19,4,363 Sec,11-22-2022-13-21-19,FPS: 1.33,483
11-22-2022-13-21-19,4,364 Sec,11-22-2022-13-21-20,FPS: 1.33,484
11-22-2022-13-21-20,4,365 Sec,11-22-2022-13-21-21,FPS: 1.33,485
11-22-2022-13-21-21,4,365 Sec,11-22-2022-13-21-22,FPS: 1.33,486
start_time,personId,dwell_time,end_time,FPS,
11-22-2022-13-42-20,4,0 Sec,11-22-2022-13-42-21,FPS: 0.00,
11-22-2022-13-42-21,4,0 Sec,11-22-2022-13-42-21,FPS: 2.00,
11-22-2022-13-42-21,4,1 Sec,11-22-2022-13-42-22,FPS: 3.00,
11-22-2022-13-42-22,4,1 Sec,11-22-2022-13-42-22,FPS: 2.00,
11-22-2022-13-42-22,4,2 Sec,11-22-2022-13-42-23,FPS: 2.50,
11-22-2022-13-42-23,4,2 Sec,11-22-2022-13-42-23,FPS: 2.00,
11-22-2022-13-42-23,4,3 Sec,11-22-2022-13-42-24,FPS: 2.33,
11-22-2022-13-42-24,4,3 Sec,11-22-2022-13-42-24,FPS: 2.00,
11-22-2022-13-42-24,4,5 Sec,11-22-2022-13-42-26,FPS: 1.80,
11-22-2022-13-42-26,4,6 Sec,11-22-2022-13-42-27,FPS: 1.67,
11-22-2022-13-42-27,4,6 Sec,11-22-2022-13-42-27,FPS: 1.57,
11-22-2022-13-42-27,4,7 Sec,11-22-2022-13-42-28,FPS: 1.71,
11-22-2022-13-42-28,5,0 Sec,11-22-2022-13-42-28,FPS: 1.62,
11-22-2022-13-42-28,5,0 Sec,11-22-2022-13-42-29,FPS: 1.75,
11-22-2022-13-42-29,5,1 Sec,11-22-2022-13-42-30,FPS: 1.67,
11-22-2022-13-42-30,5,1 Sec,11-22-2022-13-42-30,FPS: 1.60,
11-22-2022-13-42-30,5,2 Sec,11-22-2022-13-42-31,FPS: 1.70,
11-22-2022-13-42-31,5,2 Sec,11-22-2022-13-42-31,FPS: 1.64,
11-22-2022-13-42-31,5,3 Sec,11-22-2022-13-42-32,FPS: 1.73,
11-22-2022-13-42-32,5,4 Sec,11-22-2022-13-42-32,FPS: 1.67,
11-22-2022-13-42-32,5,4 Sec,11-22-2022-13-42-33,FPS: 1.75,
11-22-2022-13-42-33,5,5 Sec,11-22-2022-13-42-34,FPS: 1.69,
11-22-2022-13-42-34,5,5 Sec,11-22-2022-13-42-34,FPS: 1.77,
11-22-2022-13-42-34,5,6 Sec,11-22-2022-13-42-35,FPS: 1.71,
11-22-2022-13-42-35,5,6 Sec,11-22-2022-13-42-35,FPS: 1.67,
11-22-2022-13-42-35,5,7 Sec,11-22-2022-13-42-36,FPS: 1.73,
11-22-2022-13-42-36,5,8 Sec,11-22-2022-13-42-37,FPS: 1.69,
11-22-2022-13-42-37,5,8 Sec,11-22-2022-13-42-37,FPS: 1.75,
11-22-2022-13-42-37,5,9 Sec,11-22-2022-13-42-38,FPS: 1.71,
11-22-2022-13-42-38,5,9 Sec,11-22-2022-13-42-38,FPS: 1.67,
11-22-2022-13-42-38,5,10 Sec,11-22-2022-13-42-39,FPS: 1.72,
11-22-2022-13-42-39,5,10 Sec,11-22-2022-13-42-39,FPS: 1.68,
11-22-2022-13-42-39,5,11 Sec,11-22-2022-13-42-40,FPS: 1.74,
11-22-2022-13-42-40,5,12 Sec,11-22-2022-13-42-41,FPS: 1.70,
11-22-2022-13-42-41,5,12 Sec,11-22-2022-13-42-41,FPS: 1.75,
11-22-2022-13-42-41,5,13 Sec,11-22-2022-13-42-42,FPS: 1.71,
11-22-2022-13-42-42,5,13 Sec,11-22-2022-13-42-42,FPS: 1.68,
11-22-2022-13-42-42,5,14 Sec,11-22-2022-13-42-43,FPS: 1.73,
11-22-2022-13-42-43,5,14 Sec,11-22-2022-13-42-43,FPS: 1.70,
11-22-2022-13-42-43,5,15 Sec,11-22-2022-13-42-44,FPS: 1.74,
11-22-2022-13-42-44,5,16 Sec,11-22-2022-13-42-45,FPS: 1.71,
11-22-2022-13-42-45,5,16 Sec,11-22-2022-13-42-45,FPS: 1.75,
11-22-2022-13-42-45,5,17 Sec,11-22-2022-13-42-46,FPS: 1.72,
11-22-2022-13-42-46,5,17 Sec,11-22-2022-13-42-46,FPS: 1.69,
11-22-2022-13-42-46,5,18 Sec,11-22-2022-13-42-47,FPS: 1.73,
11-22-2022-13-42-47,5,19 Sec,11-22-2022-13-42-47,FPS: 1.70,
11-22-2022-13-42-47,5,19 Sec,11-22-2022-13-42-48,FPS: 1.74,
11-22-2022-13-42-48,5,20 Sec,11-22-2022-13-42-49,FPS: 1.71,
11-22-2022-13-42-49,5,20 Sec,11-22-2022-13-42-49,FPS: 1.69,
11-22-2022-13-42-49,5,21 Sec,11-22-2022-13-42-50,FPS: 1.72,
11-22-2022-13-42-50,5,22 Sec,11-22-2022-13-42-50,FPS: 1.70,
11-22-2022-13-42-50,5,23 Sec,11-22-2022-13-42-51,FPS: 1.68,
start_time,personId,dwell_time,end_time,FPS,
11-22-2022-14-49-41,4,0 Sec,11-22-2022-14-49-48,FPS: 0.17,
start_time,personId,dwell_time,end_time,FPS,
11-22-2022-14-51-35,4,0 Sec,11-22-2022-14-51-36,FPS: 1.00,
start_time,personId,dwell_time,end_time,FPS,
11-22-2022-14-53-02,4,0 Sec,11-22-2022-14-53-04,FPS: 1.00,
11-22-2022-14-53-04,4,1 Sec,11-22-2022-14-53-05,FPS: 1.00,
11-22-2022-14-53-05,4,2 Sec,11-22-2022-14-53-06,FPS: 1.00,
11-22-2022-14-53-06,4,3 Sec,11-22-2022-14-53-07,FPS: 1.00,
11-22-2022-14-53-07,4,3 Sec,11-22-2022-14-53-07,FPS: 1.00,
11-22-2022-14-53-07,4,4 Sec,11-22-2022-14-53-08,FPS: 1.00,
11-22-2022-14-53-08,4,5 Sec,11-22-2022-14-53-09,FPS: 1.17,
11-22-2022-14-53-09,4,6 Sec,11-22-2022-14-53-10,FPS: 1.14,
11-22-2022-14-53-10,4,7 Sec,11-22-2022-14-53-11,FPS: 1.12,
11-22-2022-14-53-11,4,7 Sec,11-22-2022-14-53-11,FPS: 1.11,
11-22-2022-14-53-11,4,8 Sec,11-22-2022-14-53-12,FPS: 1.10,
11-22-2022-14-53-12,4,9 Sec,11-22-2022-14-53-13,FPS: 1.09,
11-22-2022-14-53-13,5,0 Sec,11-22-2022-14-53-14,FPS: 1.08,
11-22-2022-14-53-14,5,0 Sec,11-22-2022-14-53-15,FPS: 1.08,
11-22-2022-14-53-15,5,1 Sec,11-22-2022-14-53-16,FPS: 1.07,
11-22-2022-14-53-16,5,2 Sec,11-22-2022-14-53-17,FPS: 1.14,
11-22-2022-14-53-17,5,3 Sec,11-22-2022-14-53-18,FPS: 1.13,
11-22-2022-14-53-18,5,4 Sec,11-22-2022-14-53-19,FPS: 1.12,
11-22-2022-14-53-19,5,5 Sec,11-22-2022-14-53-20,FPS: 1.12,
11-22-2022-14-53-20,5,6 Sec,11-22-2022-14-53-20,FPS: 1.11,
11-22-2022-14-53-20,5,6 Sec,11-22-2022-14-53-21,FPS: 1.11,
11-22-2022-14-53-21,5,7 Sec,11-22-2022-14-53-22,FPS: 1.10,
11-22-2022-14-53-22,5,8 Sec,11-22-2022-14-53-23,FPS: 1.15,
11-22-2022-14-53-23,5,9 Sec,11-22-2022-14-53-24,FPS: 1.14,
11-22-2022-14-53-24,5,10 Sec,11-22-2022-14-53-25,FPS: 1.14,
11-22-2022-14-53-25,5,11 Sec,11-22-2022-14-53-26,FPS: 1.13,
11-22-2022-14-53-26,5,15 Sec,11-22-2022-14-53-31,FPS: 0.96,
11-22-2022-14-53-31,5,31 Sec,11-22-2022-14-53-46,FPS: 0.65,
11-22-2022-14-53-46,5,32 Sec,11-22-2022-14-53-47,FPS: 0.66,
11-22-2022-14-53-47,5,33 Sec,11-22-2022-14-53-48,FPS: 0.67,
11-22-2022-14-53-48,5,34 Sec,11-22-2022-14-53-49,FPS: 0.67,
11-22-2022-14-53-49,5,35 Sec,11-22-2022-14-53-50,FPS: 0.68,
11-22-2022-14-53-50,5,36 Sec,11-22-2022-14-53-50,FPS: 0.69,
11-22-2022-14-53-50,5,36 Sec,11-22-2022-14-53-51,FPS: 0.69,
11-22-2022-14-53-51,5,37 Sec,11-22-2022-14-53-52,FPS: 0.70,
11-22-2022-14-53-52,5,38 Sec,11-22-2022-14-53-53,FPS: 0.72,
11-22-2022-14-53-53,5,39 Sec,11-22-2022-14-53-54,FPS: 0.73,
11-22-2022-14-53-54,5,40 Sec,11-22-2022-14-53-55,FPS: 0.73,
11-22-2022-14-53-55,5,41 Sec,11-22-2022-14-53-56,FPS: 0.74,
start_time,personId,dwell_time,end_time,FPS,
start_time,personId,dwell_time,end_time,FPS,
start_time,personId,dwell_time,end_time,FPS,
start_time,personId,dwell_time,end_time,FPS,
start_time,personId,dwell_time,end_time,FPS,
11-22-2022-15-56-02,4,0 Sec,11-22-2022-15-56-05,FPS: 0.50,1
11-22-2022-15-56-05,4,1 Sec,11-22-2022-15-56-06,FPS: 0.67,2
11-22-2022-15-56-06,4,2 Sec,11-22-2022-15-56-07,FPS: 0.75,3
11-22-2022-15-56-07,4,3 Sec,11-22-2022-15-56-08,FPS: 0.80,4
11-22-2022-15-56-08,4,4 Sec,11-22-2022-15-56-09,FPS: 0.83,5
11-22-2022-15-56-09,4,5 Sec,11-22-2022-15-56-10,FPS: 0.86,6
start_time,personId,dwell_time,end_time,FPS,
11-22-2022-17-09-29,4,0 Sec,11-22-2022-17-09-31,FPS: 1.00,
11-22-2022-17-09-31,4,1 Sec,11-22-2022-17-09-32,FPS: 1.00,
11-22-2022-17-09-32,4,1 Sec,11-22-2022-17-09-32,FPS: 1.50,
11-22-2022-17-09-32,4,2 Sec,11-22-2022-17-09-33,FPS: 1.33,
11-22-2022-17-09-33,4,2 Sec,11-22-2022-17-09-33,FPS: 1.67,
11-22-2022-17-09-33,4,3 Sec,11-22-2022-17-09-34,FPS: 1.50,
11-22-2022-17-09-34,4,3 Sec,11-22-2022-17-09-34,FPS: 1.75,
11-22-2022-17-09-35,4,4 Sec,11-22-2022-17-09-35,FPS: 1.60,
11-22-2022-17-09-35,4,5 Sec,11-22-2022-17-09-36,FPS: 1.50,
11-22-2022-17-09-36,4,10 Sec,11-22-2022-17-09-41,FPS: 0.91,
start_time,personId,dwell_time,end_time,FPS,
11-22-2022-17-55-27,4,0 Sec,11-22-2022-17-55-28,FPS: 1.00,
11-22-2022-17-55-28,4,1 Sec,11-22-2022-17-55-29,FPS: 1.00,
11-22-2022-17-55-29,4,1 Sec,11-22-2022-17-55-29,FPS: 1.50,
11-22-2022-17-55-29,4,1 Sec,11-22-2022-17-55-30,FPS: 1.33,
11-22-2022-17-55-30,4,2 Sec,11-22-2022-17-55-30,FPS: 1.67,
11-22-2022-17-55-30,4,3 Sec,11-22-2022-17-55-31,FPS: 1.50,
11-22-2022-17-55-31,4,4 Sec,11-22-2022-17-55-32,FPS: 1.40,
11-22-2022-17-55-32,4,5 Sec,11-22-2022-17-55-33,FPS: 1.33,
11-22-2022-17-55-33,4,16 Sec,11-22-2022-17-55-44,FPS: 0.53,
11-22-2022-17-55-44,4,17 Sec,11-22-2022-17-55-46,FPS: 0.53,
11-22-2022-17-55-46,4,19 Sec,11-22-2022-17-55-47,FPS: 0.55,
11-22-2022-17-55-47,4,20 Sec,11-22-2022-17-55-48,FPS: 0.57,
11-22-2022-17-55-48,5,0 Sec,11-22-2022-17-55-49,FPS: 0.59,
11-22-2022-17-55-49,5,0 Sec,11-22-2022-17-55-50,FPS: 0.64,
11-22-2022-17-55-50,5,1 Sec,11-22-2022-17-55-50,FPS: 0.65,
11-22-2022-17-55-50,5,2 Sec,11-22-2022-17-55-51,FPS: 0.67,
